ORTHOMCL	NCRA	CTHT	Pfam	CAZY	MEROPS
ORTHO_03255	1	1			
ORTHO_03256	1	1	Phosphoesterase (2)		
ORTHO_03257	1	1		AA11.hmm (2)	
ORTHO_03258	1	1	NmrA (2); NAD_binding_10 (1)		
ORTHO_03259	1	1	MFS_1 (2)		
ORTHO_03260	1	1	zf-HC5HC2H (2); EPL1 (2); zf-HC5HC2H_2 (2); PHD (1); PHD_2 (1)		
ORTHO_03261	1	1	Aa_trans (2)		
ORTHO_03262	1	1	WD40 (2); PQQ_2 (1)		
ORTHO_03263	1	1	AMP-binding (2); AMP-binding_C (2)		
ORTHO_03264	1	1	Tri3 (1)		
ORTHO_03265	1	1	VWA_2 (2); Vint (2); VWA_3 (2); Vwaint (2); VWA (2)		
ORTHO_03266	1	1	Ubiq_cyt_C_chap (2)		
ORTHO_03267	1	1			
ORTHO_03268	1	1			
ORTHO_03269	1	1	Lysine_decarbox (2)		
ORTHO_03270	1	1			
ORTHO_03271	1	1			
ORTHO_03272	1	1	ANAPC10 (2)		
ORTHO_03273	1	1	SWIB (2)		
ORTHO_03274	1	1	Pkinase (2); Pkinase_Tyr (2)		
ORTHO_03275	1	1	UQ_con (2)		
ORTHO_03276	1	1	CVNH (2)		
ORTHO_03277	1	1	DNA_primase_lrg (2)		
ORTHO_03278	1	1	Iso_dh (2)		
ORTHO_03279	1	1			
ORTHO_03280	1	1			
ORTHO_03281	1	1	Clathrin (2); VPS11_C (2); zf-C3H2C3 (1)		
ORTHO_03282	1	1			
ORTHO_03283	1	1	Proteasome (2)		MER002971 (2); MER005692 (2); MER000551 (2); MER026224 (2)
ORTHO_03284	1	1	DAD (3)		
ORTHO_03285	1	1			
ORTHO_03286	1	1	SH3_1 (2); SH3_2 (2); SH3_9 (2); RasGEF_N (2); RasGEF (2)		
ORTHO_03287	1	1	MMgT (1); MutS_V (1); MutS_III (1)		
ORTHO_03288	1	1	XRN_N (2)		
ORTHO_03289	1	1			
ORTHO_03290	1	1	2-Hacid_dh (2); 2-Hacid_dh_C (2); NAD_binding_2 (1)		
ORTHO_03291	1	1	MMS1_N (2); CPSF_A (2)		
ORTHO_03292	1	1			
ORTHO_03293	1	1	Acyltransferase (2)		
ORTHO_03294	1	1	MMR_HSR1 (2); GTP_EFTU (2); Dynamin_N (1)		
ORTHO_03295	1	1	Senescence (2)		
ORTHO_03296	1	1	PRKCSH (2)		
ORTHO_03297	1	1	Amino_oxidase (3); Pyr_redox (2); NAD_binding_8 (2)		
ORTHO_03298	1	1	SKIP_SNW (2)		
ORTHO_03299	1	1			
ORTHO_03300	1	1	FAD_binding_3 (2); NAD_binding_8 (2); SE (1)		
ORTHO_03301	1	1	ADH_N (1)		
ORTHO_03302	1	1	Asp (2); TAXi_N (2)		MER000932 (2); MER000933 (2); MER002153 (2); MER001428 (2); MER000948 (2); MER080922 (2); MER000937 (2); MER005350 (2); MER155756 (1); MER000931 (1); MER000935 (1); MER001526 (1)
ORTHO_03303	1	1	DUF1674 (2)		
ORTHO_03304	1	1	Guanylate_kin (2); efThoc1 (2)		
ORTHO_03305	1	1	Con-6 (2); Erythro_esteras (2)		
ORTHO_03306	1	1	Pkinase (2); Pkinase_Tyr (2)		
ORTHO_03307	1	1	DSBA (2); Thioredoxin_4 (1)		
ORTHO_03308	1	1			
ORTHO_03309	1	1	ATP_bind_3 (4)		
ORTHO_03310	1	1	Myb_DNA-binding (3)		
ORTHO_03311	1	1	TauD (2)		
ORTHO_03312	1	1	Ribos_L4_asso_C (2); Ribosomal_L4 (2)		
ORTHO_03313	1	1	Mto2_bdg (2); Cnn_1N (2)		
ORTHO_03314	1	1	TPR_16 (8); TPR_8 (3); TPR_19 (2); NARP1 (2); TPR_17 (1)		
ORTHO_03315	1	1			
ORTHO_03316	1	1	p450 (3)		
ORTHO_03317	1	1		CE10.hmm (2)	
ORTHO_03318	1	1	Proteasome_A_N (2); Proteasome (2)		MER000550 (2); MER004372 (2); MER000554 (2); MER033250 (2); MER000549 (2); MER047329 (2); MER047611 (2); MER004996 (2); MER016363 (2); MER000558 (2)
ORTHO_03319	1	1			
ORTHO_03320	1	1	WGG (2)		
ORTHO_03321	1	1	3-HAO (2)		
ORTHO_03322	1	1	AAA_17 (2); ADK (2); AAA_18 (1)		
ORTHO_03323	1	1			
ORTHO_03324	1	1	DUF1746 (2)		
ORTHO_03325	1	1	Syja_N (2); Exo_endo_phos (2)		
ORTHO_03326	1	1			
ORTHO_03327	1	1	Transglut_core2 (2); F-box (2); F-box-like (2); YccV-like (2)		
ORTHO_03328	1	1	Peptidase_M20 (2); Peptidase_M28 (2)		MER004514 (2); MER032443 (2); MER005131 (2); MER001284 (2)
ORTHO_03329	1	1	Dynamin_N (2); MnmE_helical (2); MMR_HSR1 (2); FeoB_N (2); TrmE_N (2)		
ORTHO_03330	1	1	DUF3433 (4)		
ORTHO_03331	1	1	Fringe (2); PAN_1 (1)		
ORTHO_03332	1	1	MFS_1 (2); Sugar_tr (1)		
ORTHO_03333	1	1	Pro_CA (2)		
ORTHO_03334	1	1	Con-6 (2)		
ORTHO_03335	1	1			
ORTHO_03336	1	1	RXT2_N (2)		
ORTHO_03337	1	1	Glyco_hydro_71 (2)	GH71.hmm (2)	
ORTHO_03338	1	1	MscL (2); zf-BED (1)		
ORTHO_03339	1	1			
ORTHO_03340	1	1	ARID (2)		
ORTHO_03341	1	1	U3_assoc_6 (2)		
ORTHO_03342	1	1	ELFV_dehydrog (2); Bac_GDH (2)		
ORTHO_03343	1	1	AAA (4); PEX-1N (2); NACHT (1); AAA_2 (1)		
ORTHO_03344	1	1	MFS_1 (2); Sugar_tr (2)		
ORTHO_03345	1	1	FAA_hydrolase_N (2); FAA_hydrolase (2)		
ORTHO_03346	1	1	zinc_ribbon_10 (2)		
ORTHO_03347	1	1	PQ-loop (2)		
ORTHO_03348	1	1	DUF1690 (2)		
ORTHO_03349	1	1	C2 (2); PI-PLC-X (2); PI-PLC-Y (2); EF-hand_like (1)		
ORTHO_03350	1	1			
ORTHO_03351	1	1			
ORTHO_03352	1	1	DUF2293 (1)		
ORTHO_03353	1	1			
ORTHO_03354	1	1	NDUF_B12 (2)		
ORTHO_03355	1	1	Phosphorylase (2)	GT35.hmm (2)	
ORTHO_03356	1	1	Spc97_Spc98 (2)		
ORTHO_03357	1	1	UPF0086 (2)		
ORTHO_03358	1	1	Peptidase_C65 (2)		MER029066 (2); MER029056 (2); MER029061 (2)
ORTHO_03359	1	1			
ORTHO_03360	1	1	AAA (2); Peptidase_M41 (2)		MER190705 (2); MER005755 (2); MER002602 (2); MER014324 (2); MER024900 (2); MER001620 (2); MER002197 (2); MER002608 (2); MER005466 (2); MER190577 (1); MER015199 (1)
ORTHO_03361	1	1	Condensation (12); PP-binding (12); AMP-binding (5)		
ORTHO_03362	1	1	F-box (2); UIM (2); F-box-like (2)		
ORTHO_03363	1	1	SPC22 (2)		
ORTHO_03364	1	1	PPR (5); PPR_3 (4)		
ORTHO_03365	1	1	GTP_cyclohydroI (2)		
ORTHO_03366	1	1	GTP_EFTU_D2 (2); GTP_EFTU (2); GTP_EFTU_D3 (2)		
ORTHO_03367	1	1	AhpC-TSA (2); SCO1-SenC (2)		
ORTHO_03368	1	1	Mito_carr (4)		
ORTHO_03369	1	1	Abhydrolase_6 (2); Abhydrolase_3 (2); AXE1 (2)	CE10.hmm (2)	MER036370 (1); MER034961 (1); MER036030 (1)
ORTHO_03370	1	1			
ORTHO_03371	1	1	DUF4360 (2)		
ORTHO_03372	1	1			
ORTHO_03373	1	1	Sec20 (2)		
ORTHO_03374	1	1			
ORTHO_03375	1	1	RNA_pol_N (2)		
ORTHO_03376	1	1			
ORTHO_03377	1	1	RNA_pol_I_A49 (2)		
ORTHO_03378	1	1	HAD (1)		
ORTHO_03379	1	1			
ORTHO_03380	1	1	FAD_binding_3 (2)		
ORTHO_03381	1	1	Mem_trans (2)		
ORTHO_03382	1	1	Ubie_methyltran (3); Methyltransf_23 (2); Methyltransf_11 (2); Methyltransf_31 (2); Methyltransf_12 (2); Methyltransf_25 (1)		
ORTHO_03383	1	1	ResIII (2); HAND (2); Helicase_C (2); SNF2_N (2); SLIDE (2); HDA2-3 (1)		
ORTHO_03384	1	1	EF-hand_5 (6); EF-hand_1 (5); EF-hand_8 (5); EF-hand_7 (3); EF-hand_6 (3)		
ORTHO_03385	1	1			
ORTHO_03386	1	1	Clr5 (2); DUF3632 (1)		
ORTHO_03387	1	1	Inp1 (2)		
ORTHO_03388	1	1	SAM_2 (2); Ras_bdg_2 (2); RA (2); Pkinase (2); Pkinase_Tyr (2); SAM_1 (2)		
ORTHO_03389	1	1	CwfJ_C_1 (2); CwfJ_C_2 (2)		
ORTHO_03390	1	1	Peptidase_M16 (2); Peptidase_M16_C (2); ATP-synt_Eps (1)		MER003543 (2); MER015090 (2); MER003544 (2)
ORTHO_03391	1	1	Na_H_Exchanger (2)		
ORTHO_03392	1	1	DUF1325 (2)		
ORTHO_03393	1	1			
ORTHO_03394	1	1	Glyco_hydro_61 (2)	AA9.hmm (2)	
ORTHO_03395	1	1	DUF4448 (2)		
ORTHO_03396	1	1			
ORTHO_03397	1	1	DUF2034 (4); Mrr_cat (2)		
ORTHO_03398	1	1			
ORTHO_03399	1	1	UQ_con (2)		
ORTHO_03400	1	1		GT31.hmm (2)	
ORTHO_03401	1	1	PPP4R2 (2)		
ORTHO_03402	1	1	TENA_THI-4 (1)		
ORTHO_03403	1	1	CSN8_PSD8_EIF3K (2)		
ORTHO_03404	1	1	Nitroreductase (2)		
ORTHO_03405	1	1	p450 (3)		
ORTHO_03406	1	1			
ORTHO_03407	1	1	MFS_1 (2)		
ORTHO_03408	1	1	Tcp11 (2)		
ORTHO_03409	1	1	FAD_binding_3 (2)		
ORTHO_03410	1	1			
ORTHO_03411	1	1	CSTF_C (2); RRM_1 (2); CSTF2_hinge (2)		
ORTHO_03412	1	1	Drf_GBD (3); FH2 (2); Drf_FH3 (2)		
ORTHO_03413	1	1	LsmAD (2)		
ORTHO_03414	1	1	ENTH (2); DUF1720 (1)		
ORTHO_03415	1	1	POT1 (2); POT1PC (2)		
ORTHO_03416	1	1	Zn_clus (2); Fungal_trans_2 (2)		
ORTHO_03417	1	1	GAF (2); GAF_2 (2)		
ORTHO_03418	1	1	ResIII (2); Helicase_C (2); DEAD (1)		
ORTHO_03419	1	1	UQ_con (2)		
ORTHO_03420	1	1			
ORTHO_03421	1	1	SCA7 (2)		
ORTHO_03422	1	1	GHMP_kinases_C (2); GalKase_gal_bdg (2); GHMP_kinases_N (2)		
ORTHO_03423	1	1	Ribosomal_S19 (2)		
ORTHO_03424	1	1	STE2 (2)		
ORTHO_03425	1	1	G-alpha (2); Arf (2)		
ORTHO_03426	1	1			
ORTHO_03427	1	1	CIAPIN1 (2); DRE2_N (2)		
ORTHO_03428	1	1	MitMem_reg (2); JAB (2)		MER030132 (2); MER030133 (2)
ORTHO_03429	1	1	Ank_2 (6); Ank_4 (5); SPX (2); Ank (2); Ank_3 (2); CUE (1); GDPD (1)		
ORTHO_03430	1	1	IDO (2)		
ORTHO_03431	1	1	Proteasome (2)		MER047316 (2); MER000551 (2); MER056178 (2); MER001710 (2); MER047172 (2); MER000548 (2); MER005692 (2); MER056369 (2); MER002973 (2); MER047522 (2)
ORTHO_03432	1	1	PA14 (2); Glyco_hydro_3 (2); Glyco_hydro_3_C (2); Fn3-like (2)	GH3.hmm (2)	
ORTHO_03433	1	1	TFIIB (4); BRF1 (2)		
ORTHO_03434	1	1	Cutinase (2); CBM_1 (2); PE-PPE (2)	CBM1.hmm (2); CE5.hmm (2)	
ORTHO_03435	1	1	DSPc (2)		
ORTHO_03436	1	1	MAGE (2)		
ORTHO_03437	1	1			
ORTHO_03438	1	1	Oxidored-like (2)		
ORTHO_03439	1	1	NTP_transf_9 (2)		
ORTHO_03440	1	1	RPAP2_Rtr1 (2)		
ORTHO_03441	1	1	MKT1_C (2); MKT1_N (2); XPG_N (1)		
ORTHO_03442	1	1	Eisosome1 (2)		
ORTHO_03443	1	1	Histone (2)		
ORTHO_03444	1	1	OTT_1508_deam (1)		
ORTHO_03445	1	1	PRELI (2)		
ORTHO_03446	1	1			
ORTHO_03447	1	1	DPBB_1 (2); Barwin (1)		
ORTHO_03448	1	1	TauD (2)		
ORTHO_03449	1	1	DEAD (2); Helicase_C (2)		
ORTHO_03450	1	1	Ham1p_like (2)		
ORTHO_03451	1	1	Ribosomal_S6 (2)		
ORTHO_03452	1	1	Nramp (2)		
ORTHO_03453	1	1			
ORTHO_03454	1	1	DAHP_synth_1 (2)		
ORTHO_03455	1	1	Glyco_hydro_43 (2)	GH43.hmm (2); CBM35.hmm (1)	
ORTHO_03456	1	1	TPR_8 (6); Glyco_transf_41 (4); TPR_10 (2)	GT41.hmm (2)	
ORTHO_03457	1	1	BTB (1)		
ORTHO_03458	1	1	ERG4_ERG24 (2)		
ORTHO_03459	1	1	Erf4 (2)		
ORTHO_03460	1	1			
ORTHO_03461	1	1	TIM (2)		
ORTHO_03462	1	1	Ribosomal_L6 (4)		
ORTHO_03463	1	1			
ORTHO_03464	1	1	FHA (2); Forkhead (1)		
ORTHO_03465	1	1	zf-C2H2_jaz (2); zf-met (2); zf-C2H2_2 (2)		
ORTHO_03466	1	1	Sec61_beta (2)		
ORTHO_03467	1	1	Clathrin (2)		
ORTHO_03468	1	1			
ORTHO_03469	1	1	DUF4602 (1)		
ORTHO_03470	1	1	Pet100 (2)		
ORTHO_03471	1	1	TatD_DNase (2)		
ORTHO_03472	1	1	Transp_cyt_pur (2)		
ORTHO_03473	1	1	USP8_dimer (2); JAB (2); Prok-JAB (1)		MER029722 (2); MER053242 (2); MER024827 (2); MER021865 (2); MER025110 (2); MER023131 (2); MER024760 (2); MER030146 (2)
ORTHO_03474	1	1	adh_short (2); KR (2); adh_short_C2 (2)		
ORTHO_03475	1	1	Mpv17_PMP22 (2)		
ORTHO_03476	1	1			
ORTHO_03477	1	1	AAA_12 (2); AAA_11 (2); AAA_19 (2)		
ORTHO_03478	1	1			
ORTHO_03479	1	1	Myb_DNA-bind_7 (2); Myb_DNA-binding (2)		
ORTHO_03480	1	1	AA_permease (2); AA_permease_2 (2)		
ORTHO_03481	1	1	CBF (2); NOC3p (2)		
ORTHO_03482	1	1	ATP-synt_ab (2); ATP-synt_ab_N (2); ATP-synt_ab_C (2)		
ORTHO_03483	1	1	Ctr (2)		
ORTHO_03484	1	1	ATP-synt_G (2)		
ORTHO_03485	1	1	Cullin_Nedd8 (2); Cullin (2)		
ORTHO_03486	1	1	F-box-like (2); F-box (1)		
ORTHO_03487	1	1	Guanylate_kin (2); AAA_33 (1)		
ORTHO_03488	1	1	Acetyltransf_1 (2); Acetyltransf_7 (2); FR47 (2); Acetyltransf_10 (2)		
ORTHO_03489	1	1	Cpn60_TCP1 (2)		
ORTHO_03490	1	1			
ORTHO_03491	1	1	zf-CCCH_2 (8)		
ORTHO_03492	1	1	zf-C3HC4_2 (2); SAP (2); zf-C3HC4 (2); zf-C3HC4_4 (1); zf-C3HC4_3 (1); zf-RING_UBOX (1)		
ORTHO_03493	1	1			
ORTHO_03494	1	1	DUF3237 (2)		
ORTHO_03495	1	1	DSPc (2)		
ORTHO_03496	1	1	zf-primase (2)		
ORTHO_03497	1	1	SPT16 (2); FACT-Spt16_Nlob (2); Peptidase_M24 (2); Rtt106 (2)		MER026495 (2)
ORTHO_03498	1	1			
ORTHO_03499	1	1	Glycos_transf_1 (2); Glyco_trans_1_4 (2)	GT4.hmm (2)	
ORTHO_03500	1	1	EBP (2)		
ORTHO_03501	1	1			
ORTHO_03502	1	1	RRM_1 (4)		
ORTHO_03503	1	1	Aminotran_1_2 (2)		
ORTHO_03504	1	1	Lipoxygenase (2)		
ORTHO_03505	1	1	VTC (2); DUF202 (2); SPX (1)		
ORTHO_03506	1	1	Mito_carr (6)		
ORTHO_03507	1	1	I_LWEQ (2); ANTH (2)		
ORTHO_03508	1	1	HhH-GPD (2)		
ORTHO_03509	1	1	RCC1 (4); Ank_4 (2); BTB (2); RCC1_2 (2); Ank_2 (1)		
ORTHO_03510	1	1	Peptidase_A4 (3)		MER001321 (1); MER002615 (1)
ORTHO_03511	1	1	PIG-U (2)		
ORTHO_03512	1	1	MDM10 (2)		
ORTHO_03513	1	1	GFO_IDH_MocA_C (2); GFO_IDH_MocA (1)		
ORTHO_03514	1	1	DUF815 (2); AAA_5 (2); AAA (2); AAA_2 (2)		
ORTHO_03515	1	1	Methyltransf_2 (2)		
ORTHO_03516	1	1			
ORTHO_03517	1	1	CBM_1 (1)	CBM1.hmm (1); CE16.hmm (1)	
ORTHO_03518	1	1	Peptidase_M22 (4)		
ORTHO_03519	1	1	Peptidase_M28 (2); TFR_dimer (2); PA (2)		MER005139 (2); MER015336 (2); MER002105 (2); MER005238 (2); MER005149 (2); MER002104 (2); MER015691 (2); MER026971 (2); MER005152 (2); MER005239 (2)
ORTHO_03520	1	1	KTI12 (2)		
ORTHO_03521	1	1			
ORTHO_03522	1	1	Trp_syntA (2); PALP (2)		
ORTHO_03523	1	1	FKBP_C (2); Pkinase_Tyr (1); Pkinase (1)		
ORTHO_03524	1	1			
ORTHO_03525	1	1	PHD (1); SET (1)		
ORTHO_03526	1	1	AMP-binding (2); AMP-binding_C (2)		
ORTHO_03527	1	1	Ribosomal_S17 (2)		
ORTHO_03528	1	1	COesterase (3); Abhydrolase_3 (1)	CE10.hmm (2)	MER034745 (2); MER037861 (2); MER034744 (2); MER030934 (2); MER033241 (2); MER032203 (1); MER033188 (1); MER034730 (1); MER034727 (1); MER033236 (1); MER033235 (1); MER034723 (1); MER037850 (1); MER033198 (1); MER043201 (1)
ORTHO_03529	1	1	GPP34 (2)		
ORTHO_03530	1	1	Mac (2); Hexapep_2 (2); Hexapep (2)		
ORTHO_03531	1	1	Cullin_binding (2); UBA_4 (1)		
ORTHO_03532	1	1	PPR_3 (3); PPR_2 (2); PPR (2)		
ORTHO_03533	1	1	Acetyltransf_1 (1)		
ORTHO_03534	1	1	Dor1 (3)		
ORTHO_03535	1	1	Peptidase_C2 (4)		MER000770 (2); MER099237 (2); MER049592 (2); MER004042 (2); MER005892 (2); MER001787 (2); MER003200 (1); MER049593 (1); MER000732 (1); MER027268 (1); MER019360 (1); MER002945 (1); MER000964 (1); MER016159 (1)
ORTHO_03536	1	1			
ORTHO_03537	1	1	OMPdecase (2)		
ORTHO_03538	1	1	Kinesin (2); Microtub_bd (2)		
ORTHO_03539	1	1	CDP-OH_P_transf (2)		
ORTHO_03540	1	1	ISN1 (2)		
ORTHO_03541	1	1			
ORTHO_03542	1	1	Velvet (4)		
ORTHO_03543	1	1	Nup54 (2)		
ORTHO_03544	1	1	Mago-bind (2)		
ORTHO_03545	1	1	CHZ (2)		
ORTHO_03546	1	1	Mito_carr (2)		
ORTHO_03547	1	1	MAT1-1-2 (2)		
ORTHO_03548	1	1	SMC_N (2); AAA_23 (2); AAA_15 (1)		
ORTHO_03549	1	1	Abhydrolase_1 (2); DUF915 (2); Abhydrolase_6 (2); Hydrolase_4 (2); Esterase (1)	CE1.hmm (1)	MER031616 (2); MER031653 (2); MER030163 (2); MER011509 (2); MER011785 (2); MER001380 (1); MER031645 (1)
ORTHO_03550	1	1	FAD_binding_4 (2); FAD-oxidase_C (2)	AA4.hmm (2)	
ORTHO_03551	1	1	FKBP_C (2)		
ORTHO_03552	1	1	TPP_enzyme_M (2); TPP_enzyme_N (2); TPP_enzyme_C (2)		
ORTHO_03553	1	1	AMP-binding (2); AMP-binding_C (2)		
ORTHO_03554	1	1	ESCRT-II (2)		
ORTHO_03555	1	1	Methyltransf_16 (3)		
ORTHO_03556	1	1	HMG-CoA_red (2); Sterol-sensing (2); Patched (2); HPIH (2)		
ORTHO_03557	1	1			
ORTHO_03558	1	1	ETC_C1_NDUFA5 (2)		
ORTHO_03559	1	1	DNA_pol_A_exo1 (2); PMC2NT (2); HRDC (2)		
ORTHO_03560	1	1	Sec66 (2)		
ORTHO_03561	1	1	Aminotran_3 (2)		
ORTHO_03562	1	1	zf-Tim10_DDP (2)		
ORTHO_03563	1	1	FA_hydroxylase (2)		
ORTHO_03564	1	1	HhH-GPD (2)		
ORTHO_03565	1	1			
ORTHO_03566	1	1			
ORTHO_03567	1	1	SMC_hinge (2); SMC_N (2)		
ORTHO_03568	1	1			
ORTHO_03569	1	1			
ORTHO_03570	1	1	Cgr1 (2)		
ORTHO_03571	1	1			
ORTHO_03572	1	1			
ORTHO_03573	1	1			
ORTHO_03574	1	1	Torus (2); RRM_1 (2)		
ORTHO_03575	1	1	Lung_7-TM_R (3)		
ORTHO_03576	1	1	Ribosomal_L22 (2)		
ORTHO_03577	1	1			
ORTHO_03578	1	1	Oxidored_FMN (2)		
ORTHO_03579	1	1			
ORTHO_03580	1	1	Lactamase_B_2 (2); Lactamase_B_3 (2)		
ORTHO_03581	1	1	PH (2); RhoGAP (2)		
ORTHO_03582	1	1			
ORTHO_03583	1	1	Abhydrolase_6 (2); Abhydrolase_1 (2); Hydrolase_4 (2)		
ORTHO_03584	1	1	Asp (2); TAXi_N (1)		MER003668 (2); MER090757 (2); MER001437 (2); MER090758 (2); MER000922 (2); MER014006 (2); MER006243 (2); MER003037 (2); MER000928 (2); MER000921 (1); MER004932 (1)
ORTHO_03585	1	1	AMP-binding_C (2); AMP-binding (2)		
ORTHO_03586	1	1	Ribosomal_S13 (2)		
ORTHO_03587	1	1	GCV_H (2)		
ORTHO_03588	1	1			
ORTHO_03589	1	1			
ORTHO_03590	1	1			
ORTHO_03591	1	1	RNA_pol_Rpc4 (2)		
ORTHO_03592	1	1	WD40 (5); ANAPC4_WD40 (1)		
ORTHO_03593	1	1	LSM (2)		
ORTHO_03594	1	1			
ORTHO_03595	1	1	Dopey_N (2)		
ORTHO_03596	1	1	LSM (2)		
ORTHO_03597	1	1	Rad51 (2); RecA (2); AAA_25 (2); HHH_5 (1)		
ORTHO_03598	1	1			
ORTHO_03599	1	1			
ORTHO_03600	1	1			
ORTHO_03601	1	1	Flavoprotein (2)		
ORTHO_03602	1	1	UTP25 (2)		
ORTHO_03603	1	1	KH_1 (6)		
ORTHO_03604	1	1	adh_short_C2 (2); KR (2); adh_short (2)		
ORTHO_03605	1	1	WD40 (11)		
ORTHO_03606	1	1	EAP30 (2)		
ORTHO_03607	1	1	Sugar_tr (2); TRI12 (2); MFS_1 (2)		
ORTHO_03608	1	1	ANTH (2); ENTH (2)		
ORTHO_03609	1	1	ATP-cone (2); Ribonuc_red_lgC (2); Ribonuc_red_lgN (2)		
ORTHO_03610	1	1			
ORTHO_03611	1	1	Glyco_hydro_18 (2)	GH18.hmm (2)	
ORTHO_03612	1	1	Peptidase_M24 (2); AMP_N (2)		MER001244 (2); MER001248 (2); MER005715 (2); MER001733 (2); MER004532 (2); MER005462 (2); MER004931 (2); MER013463 (2); MER028601 (2); MER001250 (2)
ORTHO_03613	1	1	p450 (2)		
ORTHO_03614	1	1	Ctf8 (2)		
ORTHO_03615	1	1	CBM_1 (2); Cellulase (2)	CBM1.hmm (2); GH5.hmm (2)	
ORTHO_03616	1	1	Pga1 (1)		
ORTHO_03617	1	1	NAP (2)		
ORTHO_03618	1	1	Tcp11 (2)		
ORTHO_03619	1	1	Methyltransf_11 (2); Methyltransf_23 (2)		
ORTHO_03620	1	1	FAD_binding_3 (2)		
ORTHO_03621	1	1	CAP59_mtransfer (2)	GT69.hmm (2)	
ORTHO_03622	1	1	Velvet (2)		
ORTHO_03623	1	1	eIF-6 (2)		
ORTHO_03624	1	1	SIR2 (5)		
ORTHO_03625	1	1	Atg14 (2)		
ORTHO_03626	1	1	Utp14 (2)		
ORTHO_03627	1	1	CPL (2)		
ORTHO_03628	1	1	UNC-93 (2); MFS_1 (2)		
ORTHO_03629	1	1			
ORTHO_03630	1	1			
ORTHO_03631	1	1	Asp (2); TAXi_N (1)		MER000928 (2); MER003037 (2); MER006243 (2); MER014006 (2); MER090758 (2); MER001437 (2); MER090757 (2); MER000921 (2); MER003668 (2); MER000922 (1); MER011318 (1)
ORTHO_03632	1	1	PEMT (4)		
ORTHO_03633	1	1	Glyco_hydro_16 (2)	GH16.hmm (2)	
ORTHO_03634	1	1	Aminotran_4 (2)		
ORTHO_03635	1	1	RRM_1 (2)		
ORTHO_03636	1	1	DUF1691 (2)		
ORTHO_03637	1	1	ubiquitin (5); Rad60-SLD (5); Ubiquitin_2 (5); Rad60-SLD_2 (4); Ribosomal_L40e (1)		
ORTHO_03638	1	1			
ORTHO_03639	1	1	DDOST_48kD (2)		
ORTHO_03640	1	1	DUF2347 (2); DUF4484 (2)		
ORTHO_03641	1	1	Inositol_P (2)		
ORTHO_03642	1	1	zf-C2H2_jaz (2); IPT (2); IPPT (2); zf-met (1)		
ORTHO_03643	1	1	RabGAP-TBC (2)		
ORTHO_03644	1	1	MARVEL (1)		
ORTHO_03645	1	1	Pex2_Pex12 (2)		
ORTHO_03646	1	1	Zn_clus (1)		
ORTHO_03647	1	1	Roc (4); Ras (4); Arf (2); GTP_EFTU (1); Gtr1_RagA (1)		
ORTHO_03648	1	1	Hat1_N (2)		
ORTHO_03649	1	1	Cys_Met_Meta_PP (2); Aminotran_1_2 (2); Aminotran_MocR (1)		
ORTHO_03650	1	1	Tcf25 (2); HMA (1)		
ORTHO_03651	1	1	MFS_1 (2); TRI12 (2); Sugar_tr (1)		
ORTHO_03652	1	1	Amidoligase_2 (2)		
ORTHO_03653	1	1	Fungal_trans (2); Zn_clus (2)		
ORTHO_03654	1	1	Polysacc_deac_1 (2); Chitin_bind_1 (1)	CBM18.hmm (6); CE4.hmm (2)	
ORTHO_03655	1	1	SNF2_N (2); Helicase_C (2); HIRAN (1)		
ORTHO_03656	1	1	FKBP_C (2)		
ORTHO_03657	1	1			
ORTHO_03658	1	1	Ank_4 (2); Ank_2 (2); Ank_3 (2)		
ORTHO_03659	1	1	FAD_binding_2 (2); NAD_binding_8 (2); DAO (1)		
ORTHO_03660	1	1	DHquinase_I (2)		
ORTHO_03661	1	1	DUF2052 (2)		
ORTHO_03662	1	1	LicD (2)		
ORTHO_03663	1	1			
ORTHO_03664	1	1	PLDc_2 (2)		
ORTHO_03665	1	1	Palm_thioest (2)		
ORTHO_03666	1	1	Pep3_Vps18 (2); Clathrin (1)		
ORTHO_03667	1	1	Tim44 (2)		
ORTHO_03668	1	1			
ORTHO_03669	1	1			
ORTHO_03670	1	1	ABC_tran (4); ABC_tran_Xtn (2)		
ORTHO_03671	1	1	SEP (2); UBX (2); UBA_4 (1)		
ORTHO_03672	1	1	3Beta_HSD (2); NAD_binding_4 (2); GDP_Man_Dehyd (2); Epimerase (2); RmlD_sub_bind (2); Polysacc_synt_2 (1)		
ORTHO_03673	1	1	Zip (2)		
ORTHO_03674	1	1	RhoGAP (2); DEP (2); FCH (2)		
ORTHO_03675	1	1	Fungal_trans (2); Zn_clus (1)		
ORTHO_03676	1	1	GMC_oxred_N (2); GMC_oxred_C (2)	AA3.hmm (2)	
ORTHO_03677	1	1	zf-C2H2_jaz (2)		
ORTHO_03678	1	1			
ORTHO_03679	1	1			
ORTHO_03680	1	1	Clathrin (14); Clathrin_propel (4); Clathrin_H_link (2)		
ORTHO_03681	1	1	Sec6 (2)		
ORTHO_03682	1	1	PA (2); Peptidase_M28 (2); TFR_dimer (2)		MER002104 (2); MER005238 (2); MER002105 (2); MER005149 (2); MER015336 (2); MER005139 (2); MER005239 (2); MER026971 (2); MER005152 (2); MER015691 (2)
ORTHO_03683	1	1	MFS_1 (2); Sugar_tr (2)		
ORTHO_03684	1	1			
ORTHO_03685	1	1	Vps51 (2)		
ORTHO_03686	1	1	Scytalone_dh (2); SnoaL_4 (1)		
